frame_number,x,y
1086,153,131
1086,178,245
1086,143,118
1086,165,207
1086,217,193
1088,159,130
1088,177,247
1088,141,120
1088,158,210
1088,211,193
1090,164,130
1090,175,245
1090,138,120
1090,153,212
1090,206,197
1095,179,126
1095,168,245
1095,133,121
1095,141,212
1095,191,201
1102,197,123
1102,163,245
1102,124,121
1102,119,215
1102,169,208
1105,204,122
1105,159,247
1105,122,122
1105,114,213
1105,164,209
1111,215,121
1111,156,246
1111,119,121
1111,104,213
1111,153,214
1122,234,121
1122,152,245
1122,111,121
1122,86,211
1122,133,211
1130,245,122
1130,149,244
1130,107,121
1130,78,211
1130,118,212
1141,256,124
1141,145,244
1141,105,117
1141,66,206
1141,103,215
1155,268,128
1155,143,242
1155,103,113
1155,58,199
1155,88,206
1165,276,133
1165,143,240
1165,104,109
1165,59,193
1165,76,203
1187,279,150
1187,144,234
1187,117,100
1187,69,175
1187,55,188
1198,269,160
1198,150,230
1198,127,97
1198,83,165
1198,57,177
1218,240,175
1218,163,226
1218,154,90
1218,122,147
1218,80,160
1227,224,181
1227,169,225
1227,163,89
1227,141,147
1227,93,153
1240,204,185
1240,176,225
1240,177,88
1240,164,146
1240,111,147
1248,191,188
1248,179,226
1248,184,87
1248,176,144
1248,123,145
1255,181,187
1255,181,228
1255,188,90
1255,185,146
1255,132,143
1269,167,188
1269,187,222
1269,198,90
1269,205,145
1269,151,140
1287,140,187
1287,194,223
1287,212,92
1287,230,148
1287,179,137
1302,119,185
1302,199,225
1302,221,96
1302,250,153
1302,204,138
1324,94,179
1324,206,229
1324,231,102
1324,272,160
1324,236,142
1350,77,169
1350,204,231
1350,238,112
1350,283,173
1350,261,149
1360,71,160
1360,201,233
1360,242,120
1360,283,185
1360,266,155
1372,68,148
1372,192,233
1372,244,134
1372,282,200
1372,279,165
1392,72,119
1392,179,231
1392,238,162
1392,265,229
1392,282,193
1402,83,102
1402,172,226
1402,227,182
1402,248,246
1402,276,212
1431,105,84
1431,162,207
1431,207,210
1431,218,261
1431,260,232
1441,109,87
1444,108,88
1444,174,175
1444,185,229
1444,212,251
1444,256,229
1446,111,91
1446,176,165
1446,180,238
1446,210,250
1446,256,230
1450,114,94
1450,186,154
1450,170,244
1450,207,241
1450,253,228
1453,116,99
1453,195,146
1453,161,247
1453,205,237
1453,250,226
1457,119,104
1457,205,134
1457,150,245
1457,204,226
1457,248,227
1463,123,116
1463,217,123
1463,138,236
1463,204,209
1463,244,224
1466,123,122
1466,223,120
1466,134,231
1466,203,197
1466,239,220
1469,123,128
1469,226,117
1469,132,226
1469,203,189
1469,239,218
1473,123,141
1473,231,112
1473,128,215
1473,206,174
1473,237,206
1479,119,157
1479,236,110
1479,130,199
1479,212,156
1479,240,193
1485,112,171
1485,237,112
1485,131,186
1485,218,139
1485,244,180
1489,108,180
1489,233,115
1489,131,177
1489,224,130
1489,249,172
1496,100,194
1496,246,122
1496,143,153
1496,234,114
1496,255,158
1499,98,199
1499,248,127
1499,144,143
1499,236,110
1499,257,153
1503,94,204
1503,249,137
1503,148,129
1503,245,104
1503,259,147
1511,85,213
1511,253,159
1511,157,103
1511,256,97
1511,265,134
1520,77,215
1520,253,182
1520,169,87
1520,265,100
1520,269,126
1540,65,194
1540,238,222
1540,192,91
1540,281,142
1540,283,130
1549,63,177
1549,228,230
1549,201,108
1549,282,167
1549,285,141
1566,66,135
1566,211,222
1566,208,161
1566,271,216
1566,291,174
1572,70,125
1572,203,214
1572,204,178
1572,266,228
1572,290,185
1579,73,114
1579,196,202
1579,193,192
1579,259,239
1579,286,196
1601,102,104
1601,172,159
1601,194,238
1601,219,238
1601,264,213
1621,140,131
1621,154,122
1621,179,245
1621,179,206
1621,230,193
1641,181,172
1641,143,95
1641,161,235
1641,142,162
1641,196,156
1653,191,192
1653,141,90
1653,151,224
1653,127,141
1653,178,135
1663,203,206
1663,140,86
1663,142,212
1663,116,125
1663,166,118
1676,214,221
1676,141,89
1676,134,202
1676,104,113
1676,153,101
1686,221,231
1686,142,89
1686,127,193
1686,97,104
1686,143,91
1709,233,240
1709,149,97
1709,112,182
1709,87,96
1709,129,78
1784,248,240
1784,169,111
1784,90,174
1784,82,104
1784,107,75
1862,256,207
1862,171,162
1862,95,165
1862,73,143
1862,92,99
1884,257,214
1884,134,190
1884,112,123
1884,65,133
1884,99,95
1908,269,210
1908,109,203
1908,132,111
1908,56,135
1908,84,103
1929,278,199
1929,106,210
1929,136,113
1929,57,147
1929,69,113
1962,280,186
1962,104,214
1962,147,122
1962,63,162
1962,60,124
2045,243,167
2045,131,235
2045,179,107
2045,120,174
2045,78,154
2074,223,170
2074,162,233
2074,174,94
2074,143,161
2074,93,159
2087,209,173
2087,178,230
2087,170,92
2087,159,158
2087,107,160
2094,200,175
2094,200,222
2094,153,90
2094,166,151
2094,114,167
2104,196,175
2104,233,186
2104,109,110
2104,162,136
2104,132,176
2115,196,183
2115,228,122
2115,86,161
2115,140,125
2115,152,171
2120,198,186
2120,203,97
2120,92,191
2120,127,126
2120,158,159
2126,203,191
2126,160,84
2126,123,218
2126,115,135
2126,166,142
2135,213,193
2135,102,112
2135,180,217
2135,108,152
2135,149,121
2148,220,175
2148,85,148
2148,207,205
2148,110,177
2148,133,130
2169,228,138
2169,83,169
2169,210,213
2169,109,214
2169,116,170
2205,228,142
2205,82,150
2205,199,227
2205,104,208
2205,124,169
2224,230,144
2224,82,168
2224,207,211
2224,107,209
2224,117,163
2245,227,135
2245,104,222
2245,212,164
2245,131,216
2245,102,176
2327,239,124
2327,202,226
2327,103,120
2327,117,195
2327,89,221
2375,260,126
2375,164,247
2375,131,120
2375,97,208
2375,66,199
2422,274,149
2422,131,239
2422,140,123
2422,76,193
2422,54,169
2468,283,176
2468,116,231
2468,131,98
2468,61,162
2468,60,148
2505,277,160
2505,109,215
2505,134,101
2505,57,157
2505,78,184
2516,272,145
2516,109,203
2516,136,117
2516,58,167
2516,77,204
2575,276,138
2575,123,217
2575,121,113
2575,55,180
2575,77,209
2720,270,169
2720,131,235
2720,114,102
2720,56,167
2720,86,167
2766,262,183
2766,129,228
2766,119,99
2766,60,155
2766,97,139
2810,250,192
2810,124,223
2810,129,93
2810,73,145
2810,108,131
2873,207,150
2873,99,211
2873,186,106
2873,112,164
2873,156,195
2903,192,152
2903,132,231
2903,163,99
2903,123,173
2903,178,184
2919,174,154
2919,137,232
2919,168,99
2919,143,172
2919,197,183
2961,120,138
2961,168,243
2961,185,109
2961,203,196
2961,250,193
3002,134,150
3002,144,229
3002,198,100
3002,192,173
3002,235,189
3070,137,163
3070,113,189
3071,138,163
3071,108,188
3071,240,117
3071,198,150
3071,220,191
3111,138,169
3111,113,148
3111,255,144
3111,203,134
3111,208,185
3142,130,163
3142,121,145
3142,255,153
3142,215,141
3142,214,193
3227,93,148
3227,165,131
3227,253,180
3227,266,159
3227,244,205
3263,62,156
3263,205,136
3263,225,167
3263,286,152
3263,283,198
3292,69,154
3292,236,133
3292,185,170
3292,279,152
3292,278,199
3364,127,140
3364,260,179
3364,126,136
3364,227,168
3364,206,213
3380,138,155
3380,206,237
3380,201,100
3380,232,173
3380,182,175
3400,140,173
3400,138,215
3400,252,136
3400,220,179
3400,188,135
3420,139,175
3420,114,186
3420,258,165
3420,207,176
3420,200,127
3448,142,174
3448,104,153
3448,246,200
3448,192,178
3448,209,130
3552,183,167
3552,148,95
3552,155,234
3552,143,166
3552,195,163
3570,185,165
3570,132,100
3570,166,236
3570,135,169
3570,185,156
3680,214,138
3680,205,230
3680,134,108
3680,149,183
3680,108,201
3719,241,142
3719,173,239
3719,141,106
3719,120,184
3719,79,190
3889,250,172
3889,100,111
3889,152,230
3889,77,171
3889,106,144
3951,249,172
3951,154,92
3951,100,218
3951,77,149
3951,106,167
4047,226,171
4047,136,233
4047,194,105
4047,137,169
4047,93,148
4115,122,143
4115,184,244
4115,230,113
4115,242,194
4115,202,181
4182,103,149
4182,222,103
4182,153,226
4182,224,171
4182,259,193
4205,135,138
4205,221,232
4205,185,108
4205,234,185
4205,185,201
4287,93,156
4287,210,239
4287,224,101
4287,270,176
4287,230,173
4302,81,156
4302,212,239
4302,228,100
4302,280,175
4302,241,171
4311,75,157
4311,215,238
4311,230,100
4311,285,175
4311,245,171
4327,67,158
4327,214,239
4327,229,100
4327,289,174
4327,261,170
4369,62,162
4369,218,236
4369,224,100
4369,289,172
4369,274,162
4518,85,176
4518,199,229
4519,86,175
4519,198,228
4519,192,91
4519,243,152
4519,273,155
4617,135,182
4617,206,226
4617,135,105
4617,192,157
4617,229,136
4660,145,180
4660,233,211
4660,109,133
4660,186,166
4660,213,127
4723,152,177
4723,231,213
4723,106,135
4723,180,170
4723,205,131
4759,162,172
4759,227,217
4759,103,134
4759,172,171
4759,200,135
4789,166,173
4789,230,213
4789,99,139
4789,167,172
4789,193,134
4813,170,176
4813,238,202
4813,94,148
4813,169,172
4813,185,129
4831,169,183
4831,242,189
4831,93,158
4831,170,168
4831,180,121
4895,185,179
4895,239,130
4895,118,216
4895,174,170
4895,144,131
5025,157,178
5025,254,171
5025,100,182
5025,188,170
5025,182,124
5144,162,163
5144,172,236
5144,145,102
5144,165,171
5144,212,161
5205,177,172
5205,222,216
5205,98,138
5205,153,182
5205,184,138
5279,192,161
5279,190,99
5279,174,237
5279,177,171
5279,125,167
5309,182,159
5309,90,169
5309,237,135
5309,161,154
5309,170,199
5369,206,145
5369,85,164
5369,228,150
5369,125,166
5369,138,210
5393,234,156
5393,203,160
5394,229,155
5394,219,163
5394,85,141
5394,117,152
5394,111,199
5410,200,148
5410,236,168
5410,91,143
5410,148,159
5410,141,207
5470,182,140
5470,243,173
5470,96,145
5470,163,169
5470,154,217
5540,189,162
5540,147,237
5540,216,111
5540,173,185
5540,126,163
5670,178,168
5670,247,166
5670,98,136
5670,165,149
5670,152,195
5733,122,169
5733,195,235
5733,221,100
5733,241,168
5733,197,157
5876,91,153
5876,174,118
5876,212,238
5876,239,190
5876,274,166
5903,114,148
5903,173,109
5903,183,242
5903,207,188
5903,254,177
5954,177,160
5954,163,98
5954,143,234
5954,143,169
5954,195,177
6023,256,178
6023,135,90
6023,116,227
6023,74,153
6023,106,153
6054,267,184
6054,139,87
6054,108,223
6054,66,144
6054,89,148
6132,276,198
6132,155,90
6132,107,219
6132,72,137
6132,65,130
6168,267,197
6168,171,94
6168,108,219
6168,85,142
6168,68,125
6210,245,195
6210,189,97
6210,117,219
6210,111,142
6210,81,125
6268,202,177
6268,212,108
6268,137,229
6268,160,164
6268,119,142
6282,192,173
6282,216,114
6282,138,228
6282,168,166
6282,127,144
6302,184,171
6302,227,120
6302,132,227
6302,176,168
6302,136,141
6346,178,172
6346,242,138
6346,115,214
6346,173,168
6346,150,134
6461,166,170
6461,201,230
6461,116,116
6461,159,171
6461,200,145
6525,175,180
6525,225,205
6525,97,142
6525,156,172
6525,183,128
6625,186,172
6625,227,123
6625,128,225
6625,176,171
6625,137,141
6783,158,174
6783,250,185
6783,99,171
6783,189,178
6783,190,133
6792,101,167
6792,248,182
6792,139,179
6792,241,190
6792,246,140
6793,68,170
6793,239,175
6793,176,178
6793,273,186
6793,276,136
6794,68,182
6794,185,167
6794,209,173
6794,273,170
6794,278,122
6795,101,186
6795,147,170
6795,262,177
6795,242,169
6795,243,120
6796,121,182
6796,121,173
6796,259,177
6796,222,171
6796,220,124
6798,140,177
6798,104,169
6798,257,183
6798,198,177
6798,205,127
6806,164,168
6806,102,141
6806,232,214
6806,170,180
6806,196,139
6817,175,160
6817,107,127
6817,212,225
6817,155,183
6817,193,148
6822,175,160
6822,108,124
6822,206,229
6822,151,184
6822,191,152
6850,185,158
6850,111,116
6850,190,236
6850,136,183
6850,181,160
6876,190,158
6876,115,113
6876,179,238
6876,125,185
6876,172,164
6905,200,156
6905,169,98
6905,117,227
6905,116,165
6905,167,184
6910,204,159
6910,209,117
6910,87,189
6910,127,152
6910,152,193
6939,179,182
6939,205,220
6939,166,89
6939,188,144
6939,137,155
6968,138,188
6968,187,225
6968,218,96
6968,232,151
6968,181,135
7131,60,157
7131,212,239
7131,226,103
7131,284,180
7131,283,169
7260,96,166
7260,186,232
7260,192,95
7260,232,163
7260,265,166
7275,112,170
7275,179,230
7275,182,93
7275,214,159
7275,254,161
7313,117,174
7313,227,222
7313,135,122
7313,213,172
7313,243,139
7370,128,170
7370,221,225
7370,133,120
7370,203,175
7370,236,144
7400,130,166
7400,235,217
7400,119,139
7400,203,183
7400,229,145
7500,98,157
7500,217,233
7500,161,121
7500,233,187
7500,263,159
7521,78,159
7521,230,226
7521,177,135
7521,261,191
7521,279,152
7527,70,161
7527,233,198
7527,183,176
7527,270,191
7527,280,146
7528,70,162
7528,227,189
7528,191,175
7528,270,190
7528,280,145
7531,67,163
7531,228,178
7531,197,179
7531,273,191
7531,281,144
7532,65,164
7532,236,163
7532,194,203
7532,279,189
7532,283,144
7533,65,162
7533,236,155
7533,198,209
7533,279,190
7533,280,144
7538,61,166
7538,225,122
7538,216,230
7538,285,180
7538,285,149
7544,60,171
7544,207,106
7544,223,232
7544,276,168
7544,284,149
7557,80,179
7557,181,99
7557,221,230
7557,247,160
7557,279,144
7560,91,178
7560,172,100
7560,216,230
7560,237,161
7560,272,144
7565,104,176
7565,161,102
7565,211,231
7565,221,163
7565,263,145
7573,125,171
7573,147,106
7573,204,232
7573,199,168
7573,241,148
7583,152,167
7583,132,111
7583,199,236
7583,173,175
7583,220,153
7606,181,158
7606,126,108
7606,180,238
7606,142,182
7606,189,164
7639,193,174
7639,219,114
7639,88,182
7639,136,138
7639,162,180
7662,180,200
7662,209,207
7662,161,86
7662,186,127
7662,135,141
7719,116,177
7719,186,228
7719,234,105
7719,246,164
7719,207,143
7747,97,164
7747,177,228
7747,250,125
7747,262,182
7747,237,151
7762,92,155
7762,168,225
7762,258,141
7762,260,195
7762,244,157
7786,89,135
7786,158,220
7786,257,165
7786,252,215
7786,256,177
7803,95,121
7803,149,205
7803,244,195
7803,239,231
7803,260,192
7815,106,109
7815,139,204
7815,243,202
7815,227,242
7815,251,204
7828,126,102
7828,128,189
7828,233,220
7828,203,243
7828,234,213
7837,148,101
7837,134,156
7837,195,245
7837,173,241
7837,222,222
7849,187,117
7849,174,124
7849,124,233
7849,136,206
7849,182,226
7860,213,153
7860,188,110
7860,97,207
7860,116,161
7860,148,195
7876,208,227
7876,225,106
7876,83,145
7876,133,87
7876,133,120
7914,70,201
7914,242,215
7914,199,93
7914,281,137
7914,270,120
7931,72,123
7931,180,243
7931,243,142
7931,267,221
7931,277,195
7968,204,71
7968,83,184
7968,218,230
7968,132,261
7968,150,259
8008,277,140
8008,96,134
8008,156,239
8008,66,206
8008,65,175
8058,277,202
8058,146,110
8058,103,211
8058,62,144
8058,71,113
8145,263,204
8145,178,131
8145,90,193
8145,80,146
8145,81,104
8209,265,184
8209,170,165
8209,96,183
8209,76,166
8209,76,120
8220,267,188
8220,171,163
8220,94,184
8220,76,165
8220,77,119
8223,266,188
8223,168,158
8223,95,186
8223,73,163
8223,77,118
8291,268,177
8291,170,151
8291,99,200
8291,78,175
8291,71,131
8455,262,158
8455,159,112
8455,135,236
8455,95,181
8455,64,162
8494,264,159
8494,102,117
8494,177,187
8494,86,153
8494,67,190
8496,266,161
8496,101,131
8496,183,170
8496,81,147
8496,71,193
8504,266,169
8504,96,193
8504,161,107
8504,73,143
8504,84,181
8510,267,171
8510,104,213
8510,149,95
8510,68,147
8510,83,170
8517,272,172
8517,106,219
8517,140,93
8517,67,150
8517,81,169
8531,271,168
8531,123,232
8531,125,95
8531,63,160
8531,85,167
8552,264,187
8552,129,225
8552,115,103
8552,65,153
8552,93,131
8573,248,199
8573,130,218
8573,124,100
8573,76,141
8573,111,122
8586,221,199
8586,122,216
8586,147,87
8586,97,133
8586,146,133
8595,203,191
8595,112,211
8595,173,89
8595,112,131
8595,138,144
