frame_number,x,y
12653,171,245
12653,114,221
12653,74,212
12679,229,125
12679,109,121
12679,208,225
12679,128,196
12679,101,220
12700,205,146
12700,123,109
12700,220,214
12700,151,168
12700,120,197
12732,169,179
12732,159,89
12732,218,214
12732,201,140
12732,148,159
12762,139,183
12762,224,100
12762,181,228
12762,233,156
12762,183,138
12935,116,169
12935,238,219
12935,133,137
12935,220,181
12935,242,141
12967,119,171
12967,234,219
12967,129,131
12967,215,179
12967,241,139
12976,120,171
12976,233,220
12976,132,131
12976,213,176
12976,241,140
12987,120,172
12987,235,219
12987,130,128
12987,213,175
12987,240,138
13194,139,181
13194,232,213
13194,117,128
13194,194,165
13194,222,128
13212,143,180
13212,231,213
13212,111,131
13212,187,165
13212,215,129
13238,150,177
13238,234,207
13238,107,140
13238,185,169
13238,206,129
13303,160,170
13303,243,196
13303,96,159
13303,178,172
13303,191,131
13398,161,188
13398,252,170
13398,100,175
13398,182,160
13398,179,116
13469,164,177
13469,241,191
13469,97,160
13469,174,170
13469,185,128
13484,168,173
13484,243,194
13484,97,162
13484,170,173
13484,183,131
13705,169,169
13705,248,172
13705,101,189
13705,176,180
13705,170,134
13720,168,164
13720,250,174
13720,102,188
13720,180,193
13720,174,140
13733,166,160
13733,250,178
13733,101,190
13733,180,199
13733,176,145
13829,164,152
13829,240,206
13829,97,170
13829,171,206
13829,186,157
13889,173,165
13889,234,206
13889,92,153
13889,159,190
13889,181,140
13904,174,169
13904,233,205
13904,96,150
13904,164,181
13904,181,135
13961,173,185
13961,232,199
13961,94,144
13961,160,164
13961,183,121
14081,180,159
14081,245,185
14081,94,181
14081,165,191
14081,165,144
14118,181,155
14118,243,185
14118,94,185
14118,163,203
14118,162,151
14310,175,171
14310,249,166
14310,99,193
14310,174,177
14310,163,133
14363,171,160
14363,247,181
14363,97,188
14363,173,196
14363,170,146
14416,173,160
14416,248,179
14416,98,188
14416,173,191
14416,168,143
14564,166,160
14564,250,182
14564,98,185
14564,174,194
14564,177,145
14589,165,158
14589,250,183
14589,98,188
14589,178,200
14589,178,150
14635,160,158
14635,252,181
14635,102,190
14635,183,198
14635,182,147
14697,146,172
14697,253,178
14697,106,179
14697,199,180
14697,198,131
14707,141,170
14707,256,181
14707,108,178
14707,203,183
14707,203,135
14721,132,170
14721,255,180
14721,118,180
14721,214,184
14721,213,134
14730,122,170
14730,252,180
14730,123,179
14730,224,183
14730,224,134
14735,114,171
14735,249,181
14735,132,174
14735,234,182
14735,232,133
14740,106,174
14740,244,181
14740,148,171
14740,238,179
14740,242,132
14747,81,177
14747,245,187
14747,176,172
14747,262,178
14747,264,130
14754,63,173
14754,228,190
14754,209,167
14754,278,179
14754,281,133
14760,62,169
14760,205,194
14760,217,164
14760,279,183
14760,279,136
14768,82,167
14768,166,190
14768,250,169
14768,257,186
14768,259,138
14775,102,163
14775,143,191
14775,257,177
14775,238,191
14775,242,144
14800,136,142
14800,114,192
14800,255,188
14800,203,209
14800,209,162
14828,148,145
14828,107,190
14828,254,188
14828,191,209
14828,193,161
14852,155,154
14852,103,186
14852,252,186
14852,186,198
14852,189,150
14935,165,156
14935,99,183
14935,249,184
14935,178,196
14935,179,147
14950,167,152
14950,98,185
14950,249,188
14950,177,201
14950,178,153
14997,167,144
14997,96,188
14997,248,193
14997,174,209
14997,178,162
15071,173,161
15071,130,107
15071,185,236
15071,156,175
15071,204,159
15149,191,167
15149,124,101
15149,168,233
15149,130,169
15149,179,153
15179,212,166
15179,115,104
15179,161,235
15179,107,173
15179,147,154
15206,235,158
15206,104,111
15206,158,238
15206,91,180
15206,126,162
15285,222,74
15285,119,204
15285,207,218
15285,141,262
15285,102,244
15307,192,64
15307,156,218
15307,205,200
15307,177,266
15307,125,264
15315,184,65
15315,174,213
15315,197,192
15315,186,265
15315,134,266
15327,172,65
15327,196,207
15327,183,181
15327,196,260
15327,145,266
15338,166,65
15338,211,221
15338,178,187
15338,204,254
15338,153,270
15347,163,68
15347,223,219
15347,164,181
15347,205,253
15347,155,269
15393,176,72
15393,246,200
15393,96,192
15393,168,242
15393,165,270
15422,159,64
15422,230,191
15422,101,218
15422,169,257
15422,198,271
15453,122,72
15453,251,184
15453,121,233
15453,212,262
15453,229,253
15489,91,132
15489,256,176
15489,147,213
15489,248,220
15489,253,179
15500,92,157
15500,257,171
15500,153,200
15500,252,198
15500,250,147
15540,108,230
15540,256,145
15540,157,158
15540,247,120
15540,221,79
15658,97,201
15658,261,168
15658,149,103
15658,248,111
15658,245,146
15680,97,149
15680,252,168
15680,148,142
15680,249,160
15680,240,206
15703,114,112
15703,254,183
15703,148,159
15703,237,196
15703,218,239
15737,156,73
15737,245,211
15737,138,178
15737,205,243
15737,169,271
15778,215,70
15778,221,228
15778,103,193
15778,142,263
15778,113,251
15802,222,78
15802,219,233
15802,87,182
15802,128,260
15802,108,248
15812,222,76
15812,218,238
15812,85,175
15812,121,261
15812,123,245
15854,211,70
15854,174,226
15854,104,179
15854,115,253
15854,153,267
15871,208,70
15871,153,208
15871,127,186
15871,112,249
15871,158,272
15896,207,65
15896,122,192
15896,160,208
15896,114,251
15896,160,272
15925,209,67
15925,98,181
15925,190,225
15925,120,258
15925,157,269
15946,204,66
15946,86,181
15946,204,233
15946,123,258
15946,150,264
16067,176,65
16067,121,187
16067,188,226
16067,146,261
16067,190,261
16207,136,86
16207,133,185
16207,208,232
16207,185,253
16207,229,233
16219,125,96
16219,143,179
16219,213,231
16219,196,248
16219,240,220
16255,91,138
16255,157,164
16255,228,222
16255,235,213
16255,267,174
16274,81,156
16274,163,155
16274,240,214
16274,246,193
16274,271,150
16393,79,198
16393,167,130
16393,253,199
16393,261,153
16393,267,110
16501,94,174
16501,148,150
16501,246,205
16501,238,176
16501,257,133
16505,99,163
16505,143,152
16505,243,207
16505,234,187
16505,255,144
16510,104,147
16510,139,161
16510,238,212
16510,222,203
16510,250,161
16516,118,127
16516,129,167
16516,232,217
16516,209,220
16516,240,182
16538,165,82
16538,106,180
16538,216,231
16538,162,254
16538,196,237
16763,117,105
16763,217,232
16763,202,133
16763,248,215
16763,203,236
16780,104,136
16780,241,216
16780,181,117
16780,253,177
16780,221,210
16831,134,228
16831,257,132
16831,115,116
16831,204,83
16831,213,117
17095,171,265
17095,243,128
17095,93,126
17095,168,75
17095,178,55
17124,178,252
17124,238,139
17124,90,136
17124,160,91
17124,168,61
17148,190,218
17148,235,158
17148,87,157
17148,150,130
17148,156,88
17153,192,196
17153,234,167
17153,87,165
17153,148,151
17153,152,106
17182,194,167
17182,236,182
17182,86,178
17182,147,185
17182,148,135
17241,196,209
17241,235,152
17241,87,172
17241,148,139
17241,144,97
17369,198,179
17369,235,159
17369,91,187
17369,147,167
17369,141,123
17388,190,171
17388,232,193
17388,86,162
17388,147,178
17388,157,133
17439,207,152
17439,226,199
17439,85,172
17439,130,200
17439,136,152
17517,246,145
17517,195,202
17517,99,176
17517,98,206
17517,97,160
17535,261,142
17535,180,208
17535,92,172
17535,84,209
17535,78,165
17825,201,157
17825,87,183
17825,232,185
17825,141,196
17825,140,149
17978,160,119
17978,104,213
17978,252,186
17978,185,227
17978,177,190
18028,103,106
18028,163,250
18028,256,142
18028,249,228
18028,227,217
18006,130,109
18006,144,245
18006,255,152
18006,225,233
18006,202,213
18310,62,174
18310,229,226
18310,199,118
18310,274,171
18310,288,141
18439,59,179
18439,224,207
18439,212,139
18439,280,171
18439,284,129
18494,63,183
18494,199,164
18494,227,174
18494,279,168
18494,278,123
18512,68,194
18512,191,157
18512,242,181
18512,273,161
18512,273,114
18571,83,184
18571,163,162
18571,251,184
18571,255,168
18571,262,119
18660,106,180
18660,131,169
18660,252,181
18660,230,173
18660,237,124
18805,133,137
18805,115,188
18805,253,193
18805,202,214
18805,212,168
18985,146,142
18985,171,105
18985,156,242
18985,170,188
18985,223,189
18993,152,147
18993,220,114
18993,112,210
18993,172,173
18993,209,206
19003,158,154
19003,257,165
19003,105,145
19003,187,156
19003,179,209
19020,153,158
19020,236,215
19020,151,103
19020,212,158
19020,170,186
19037,135,168
19037,213,231
19037,192,93
19037,232,162
19037,196,165
19075,85,169
19075,214,234
19075,222,96
19075,268,164
19075,243,155
19262,149,184
19262,199,225
19262,131,102
19262,173,154
19262,218,134
19291,172,180
19291,194,227
19291,117,109
19291,154,160
19291,195,134
19405,186,195
19405,241,142
19405,99,191
19405,161,152
19405,146,110
19488,180,175
19488,244,178
19488,91,176
19488,163,174
19488,163,127
19591,182,186
19591,245,151
19591,100,190
19591,166,160
19591,153,117
19637,174,167
19637,248,179
19637,93,180
19637,172,181
19637,167,133
19651,176,162
19651,245,181
19651,95,182
19651,167,191
19651,166,139
19785,175,169
19785,243,178
19785,91,179
19785,169,180
19785,166,130
19957,175,158
19957,247,179
19957,94,189
19957,167,192
19957,162,145
20100,189,166
20100,235,186
20100,87,176
20100,152,184
20100,155,138
20111,194,167
20111,235,185
20111,86,173
20111,149,184
20111,151,135
20154,222,178
20154,217,177
20154,104,176
20154,111,175
20154,117,128
20164,247,180
20164,198,172
20164,100,180
20164,93,170
20164,94,125
20220,211,168
20220,85,182
20220,222,176
20220,130,183
20220,128,133
20842,96,110
20842,192,242
20842,237,128
20842,259,213
20842,228,226
20938,110,163
20938,256,145
20938,134,153
20938,229,146
20938,235,193
20948,109,165
20948,241,114
20948,137,186
20948,223,148
20948,248,185
20957,104,168
20957,207,93
20957,164,218
20957,219,150
20957,262,170
21045,117,205
21045,136,162
21045,260,163
21045,228,147
21045,221,99
21093,125,208
21093,122,151
21093,261,174
21093,217,144
21093,218,97
21178,134,178
21178,109,167
21178,257,185
21178,201,171
21178,207,124
21268,158,161
21268,122,115
21268,205,234
21268,167,179
21268,211,151
21295,183,161
21295,135,101
21295,162,237
21295,135,173
21295,181,166
21321,227,160
21321,122,99
21321,142,234
21321,95,171
21321,136,167
21342,253,164
21342,122,97
21342,126,234
21342,71,166
21342,102,165
21351,263,164
21351,122,94
21351,121,235
21351,68,165
21351,91,163
21368,270,169
21368,124,93
21368,117,229
21368,62,160
21368,86,161
21398,276,180
21398,136,88
21398,107,224
21398,61,147
21398,73,152
21511,273,200
21511,94,203
21511,158,123
21511,67,149
21511,72,111
21595,263,189
21595,88,196
21595,174,147
21595,81,163
21595,75,119
21752,243,176
21752,78,183
21752,187,172
21752,100,177
21752,98,128
21797,239,169
21797,89,180
21797,194,178
21797,106,184
21797,103,135
22115,216,166
22115,108,220
22115,220,136
22115,143,183
22115,110,143
22129,205,155
22129,125,231
22129,217,127
22129,157,187
22129,120,155
22151,187,145
22151,131,234
22151,227,133
22151,175,199
22151,135,167
22189,150,126
22189,151,243
22189,238,135
22189,211,215
22189,171,192
22218,123,116
22218,204,243
22218,215,124
22218,243,209
22218,198,220
22231,121,125
22231,243,193
22231,163,146
22231,233,187
22231,207,228
22235,123,124
22235,260,171
22235,130,160
22235,224,183
22235,213,227
22383,77,125
22383,242,116
22383,169,234
22383,256,197
22383,270,214
22501,64,140
22501,235,107
22501,198,241
22501,277,186
22501,279,190
22628,93,170
22628,214,92
22628,223,229
22628,261,159
22628,255,158
22671,121,156
22671,160,108
22671,249,206
22671,239,159
22671,206,192
22704,126,135
22704,150,127
22704,251,198
22704,232,177
22704,203,216
22728,130,137
22728,163,116
22728,239,214
22728,231,177
22728,193,211
22875,155,137
22875,149,114
22875,234,218
22875,211,180
22875,168,209
22903,166,137
22903,150,108
22903,226,222
22903,200,187
22903,153,209
22959,196,129
22959,110,127
22959,231,207
22959,157,187
22959,131,220
23080,168,134
23080,108,213
23080,213,116
23080,158,187
23080,192,212
23255,116,168
23255,178,233
23255,178,92
23255,208,159
23255,245,163
23273,113,166
23273,138,201
23273,228,105
23273,219,150
23273,245,182
23318,138,159
23318,151,105
23318,245,206
23318,223,155
23318,189,188
23353,155,173
23353,203,94
23353,191,232
23353,213,160
23353,164,152
23395,211,173
23395,129,97
23395,208,205
23395,146,145
23395,109,172
23446,206,134
23446,86,152
23446,227,171
23446,133,179
23446,133,220
23505,205,110
23505,83,178
23505,218,167
23505,129,202
23505,144,241
23670,250,105
23670,84,153
23670,188,202
23670,89,209
23670,98,244
23744,279,140
23744,111,118
23744,129,208
23744,61,173
23744,64,208
23763,279,155
23763,129,111
23763,116,201
23763,59,158
23763,62,192
23794,274,178
23794,154,106
23794,94,186
23794,69,133
23794,69,171
23861,244,193
23861,195,121
23861,80,154
23861,100,115
23861,94,157
24005,215,188
24005,224,149
24005,92,132
24005,137,123
24005,121,165
24972,89,129
24972,229,114
24972,205,241
24972,268,196
24972,235,208
25022,110,134
25022,227,113
25022,197,244
25022,255,196
25022,219,199
25064,126,143
25064,213,107
25064,198,241
25064,241,187
25064,212,182
25084,140,144
25084,195,104
25084,209,235
25084,229,182
25084,178,191
25133,164,134
25133,166,108
25133,213,231
25133,202,184
25133,154,206
25154,169,140
25154,196,109
25154,184,243
25154,201,192
25154,145,189
25320,190,188
25320,239,154
25320,94,187
25320,153,158
25320,146,114
25329,191,190
25329,239,154
25329,94,188
25329,155,160
25329,145,114
25548,169,167
25548,228,212
25548,96,145
25548,162,179
25548,189,140
25617,182,167
25617,137,229
25617,161,92
25617,140,159
25617,160,164
25641,204,172
25641,160,232
25641,122,101
25641,112,166
25641,159,147
25665,226,175
25665,189,215
25665,88,135
25665,99,176
25665,127,134
25683,243,171
25683,204,179
25683,90,177
25683,97,182
25683,98,134
25698,258,167
25698,182,150
25698,101,207
25698,87,181
25698,75,139
25737,284,169
25737,126,104
25737,118,233
25737,63,169
25737,57,153
26204,102,183
26204,187,223
26204,239,109
26204,254,162
26204,223,132
26277,96,184
26277,173,212
26277,249,130
26277,256,165
26277,232,129
26392,98,182
26392,152,189
26392,253,159
26392,247,172
26392,240,123
26671,116,204
26671,129,155
26671,260,174
26671,225,149
26671,225,101
26814,128,164
26814,115,174
26814,250,188
26814,207,188
26814,221,139
27181,68,160
27181,215,237
27181,203,108
27181,264,179
27181,288,160
27245,93,147
27245,215,237
27245,167,125
27245,237,197
27245,270,167
27274,105,141
27274,213,236
27274,154,132
27274,221,204
27274,257,174
27402,132,145
27402,226,224
27402,114,142
27402,199,207
27402,230,167
27596,162,164
27596,238,209
27596,98,151
27596,173,186
27596,195,142
27695,167,183
27695,239,188
27695,93,153
27695,171,160
27695,181,121
27871,172,159
27871,242,196
27871,92,170
27871,165,193
27871,175,147
27929,181,176
27929,245,177
27929,90,175
27929,161,171
27929,163,126
27983,180,191
27983,242,170
27983,91,167
27983,161,157
27983,164,110
28038,181,200
28038,243,160
28038,91,173
28038,159,146
28038,158,102
28090,180,189
28090,244,168
28090,92,174
28090,160,158
28090,160,113
28490,183,173
28490,244,177
28490,89,178
28490,163,179
28490,159,131
28583,182,167
28583,244,177
28583,90,181
28583,160,183
28583,158,136
28720,184,153
28720,243,184
28720,93,187
28720,160,198
28720,156,150
28800,180,157
28800,242,183
28800,90,187
28800,162,194
28800,157,150
29117,188,163
29117,240,181
29117,91,184
29117,156,189
29117,153,142
29134,188,171
29134,236,180
29134,85,175
29134,151,175
29134,154,129
29195,204,181
29195,232,182
29195,89,168
29195,130,167
29195,138,121
29240,254,185
29240,201,174
29240,100,172
29240,80,165
29240,87,118
29247,268,185
29247,173,170
29247,112,174
29247,69,167
29247,74,121
29260,279,179
29260,155,169
29260,128,177
29260,61,174
29260,59,127
29271,274,175
29271,124,174
29271,153,177
29271,69,181
29271,70,132
29351,270,166
29351,161,172
29351,113,185
29351,77,187
29351,73,140
29544,233,167
29544,80,178
29544,207,184
29544,110,187
29544,108,136
29616,197,153
29616,87,184
29616,233,186
29616,148,199
29616,145,149
29625,192,150
29625,89,187
29625,234,189
29625,149,204
29625,146,156
29660,187,124
29660,92,197
29660,240,197
29660,157,229
29660,152,184
29690,179,97
29690,95,208
29690,245,203
29690,166,248
29690,161,213
29775,169,86
29775,100,216
29775,249,200
29775,177,252
29775,170,226
29892,163,90
29892,101,214
29892,249,200
29892,181,251
29892,174,217
29908,161,71
29908,102,221
29908,253,202
29908,185,266
29908,179,242
29929,158,60
29929,100,219
29929,251,200
29929,185,268
29929,185,268
29975,157,67
29975,103,216
29975,248,192
29975,184,257
29975,191,271
29998,155,69
29998,102,213
29998,251,188
29998,184,251
29998,192,269
30016,155,77
30016,100,207
30016,250,178
30016,182,237
30016,190,262
30040,165,107
30040,95,192
30040,243,157
30040,172,205
30040,186,238
30056,173,140
30056,94,178
30056,238,141
30056,164,171
30056,179,218
30078,183,178
30078,90,162
30078,233,124
30078,155,130
30078,160,157
30110,191,210
30110,86,151
30110,232,112
30110,147,101
30110,154,131
30150,198,248
30150,85,139
30150,231,101
30150,143,73
30150,146,104
30181,197,263
30181,84,143
30181,233,107
30181,147,78
30181,147,69
30212,192,251
30212,91,150
30212,237,129
30212,156,96
30212,150,68
30237,186,236
30237,93,159
30237,242,136
30237,160,117
30237,154,75
30258,179,198
30258,96,176
30258,246,158
30258,166,153
30258,160,102
30287,171,151
30287,98,193
30287,247,178
30287,174,202
30287,167,151
30449,172,172
30449,97,182
30449,244,174
30449,170,176
30449,168,130
30550,160,84
30550,105,221
30550,255,195
30550,187,254
30550,175,229
30591,244,88
30591,92,158
30591,168,221
30591,85,233
30591,112,257
30600,261,104
30600,99,147
30600,144,213
30600,69,211
30600,92,243
30613,274,139
30613,131,138
30613,110,183
30613,59,170
30613,71,215
30624,274,161
30624,160,141
30624,111,153
30624,71,143
30624,69,193
30653,204,200
30653,215,184
30653,128,94
30653,160,119
30653,118,144
30663,174,199
30663,215,200
30663,153,85
30663,190,127
30663,142,140
30694,116,174
30694,205,231
30694,218,93
30694,245,159
30694,204,150
30717,89,147
30717,183,240
30717,248,119
30717,264,193
30717,241,169
30893,159,66
30893,136,200
30893,182,217
30893,161,267
30893,210,264
30941,169,65
30941,147,186
30941,162,199
30941,149,262
30941,203,265
30966,168,68
30966,157,182
30966,155,210
30966,151,264
30966,202,264
31003,158,71
31003,177,179
31003,142,225
31003,160,258
31003,213,260
31072,112,80
31072,215,168
31072,146,241
31072,209,253
31072,249,242
31141,66,149
31141,242,140
31141,187,228
31141,275,199
31141,274,161
31207,100,209
31207,236,114
31207,193,200
31207,261,139
31207,228,104
31242,97,216
31242,232,139
31242,183,172
31242,264,132
31242,233,91
31256,95,220
31256,248,160
31256,169,156
31256,259,130
31256,241,88
31349,95,232
31349,258,173
31349,154,127
31349,252,115
31349,241,80
31429,88,215
31429,257,176
31429,166,136
31429,259,135
31429,254,93
31474,77,192
31474,249,191
31474,172,146
31474,266,159
31474,268,115
31507,74,172
31507,239,198
31507,177,156
31507,267,179
31507,273,133
31566,65,168
31566,231,199
31566,194,161
31566,274,183
31566,285,134
31595,62,168
31595,226,199
31595,203,162
31595,280,184
31595,286,138
31623,62,168
31623,213,194
31623,214,162
31623,279,184
31623,286,138
31662,61,169
31662,201,195
31662,225,165
31662,277,186
31662,282,137
31717,73,169
31717,177,194
31717,236,166
31717,268,187
31717,270,137
31758,83,174
31758,168,193
31758,251,162
31758,261,178
31758,257,131
31848,103,179
31848,153,193
31848,257,156
31848,244,175
31848,235,126
31971,115,171
31971,150,211
31971,255,141
31971,235,179
31971,216,136
31984,119,169
31984,173,229
31984,243,115
31984,243,175
31984,205,146
31994,118,168
31994,200,237
31994,223,98
31994,243,167
31994,208,161
32044,92,170
32044,213,233
32044,218,97
32044,264,163
32044,229,159
32073,85,170
32073,209,234
32073,232,101
32073,270,169
32073,242,154
32197,66,163
32197,206,234
32197,208,97
32197,264,169
32197,283,163
32207,81,161
32207,198,236
32207,195,100
32207,248,170
32207,275,166
32215,94,160
32215,192,235
32215,189,97
32215,235,166
32215,269,166
32228,115,168
32228,182,237
32228,176,94
32228,211,166
32228,253,164
32235,129,164
32235,174,234
32235,166,94
32235,196,166
32235,238,163
32244,149,165
32244,167,235
32244,158,96
32244,178,165
32244,223,163
32257,167,165
32257,160,233
32257,150,95
32257,153,166
32257,202,161
32273,173,168
32273,159,236
32273,144,93
32273,151,164
32273,193,157
32298,176,174
32298,205,226
32298,106,120
32298,152,172
32298,188,139
32542,185,159
32542,240,151
32542,107,212
32542,169,187
32542,143,148
32549,187,156
32549,227,128
32549,127,229
32549,174,190
32549,134,156
32558,185,156
32558,209,108
32558,153,239
32558,179,185
32558,129,167
32612,169,153
32612,207,108
32612,171,241
32612,198,185
32612,145,176
32627,158,150
32627,213,111
32627,175,240
32627,209,185
32627,159,177
32645,137,148
32645,223,110
32645,183,240
32645,232,190
32645,209,179
32666,109,142
32666,231,110
32666,191,239
32666,252,192
32666,230,181
32695,73,145
32695,234,106
32695,201,242
32695,277,185
32695,253,182
32716,59,155
32716,223,101
32716,205,236
32716,274,171
32716,281,176
32734,65,163
32734,209,92
32734,204,233
32734,256,166
32734,278,166
32756,96,172
32756,180,97
32756,194,231
32756,221,160
32756,269,155
32766,108,172
32766,171,96
32766,189,231
32766,209,160
32766,251,155
32798,143,176
32798,157,92
32798,172,232
32798,177,157
32798,227,153
32810,164,169
32810,151,94
32810,168,233
32810,161,159
32810,212,153
32820,171,171
32820,146,94
32820,163,228
32820,151,158
32820,200,151
